name,symbol,market_cap,volume_24h,market_cap_ratio,volume_24h_ratio
Dragon Kart,KART,189595.44612221577,0.0,0.00,0.00
Eden,EDEN,189422.91520373515,137112.27988279,0.00,0.00
APES,APES,188873.43091237376,167088.76039311,0.00,0.00
Loser Coin,LOWB,186054.33032360265,2226.77526209,0.00,0.00
Moby,MOBY,185164.77692974106,797.36558594,0.00,0.00
Arcona,ARCONA,182812.80250818306,4951.86527348,0.00,0.00
Suilama,SUILAMA,182762.2221785686,2112.16023876,0.00,0.00
Kangal,KANGAL,181005.59640559097,631.45065438,0.00,0.00
CRYPTO20,C20,180939.09686831923,0.0,0.00,0.00
Idle,IDLE,180532.22633565264,1746.2294986,0.00,0.00
Scalia Infrastructure,SCALE,180033.4985385268,379.17033296,0.00,0.00
Defina Finance,FINA,179707.43985987385,55905.19383557,0.00,0.00
Legends of Elysium,LOE,179597.97022237754,158811.820201,0.00,0.00
OIN Finance,OIN,179386.29036887837,3337.06263832,0.00,0.00
MNet Pioneer,NEER,178774.8962128847,98666.28985281,0.00,0.00
Veil,VEIL,178623.90098527464,14.32612392,0.00,0.00
BlockWallet,BLANK,178494.7411974662,58630.23836085,0.00,0.00
MetaFighter,MF,178145.4462132338,7651.38618903,0.00,0.00
Don-key,DON,176957.5221471996,638.64551095,0.00,0.00
Life Crypto,LIFE,175032.3725456877,75257.14850798,0.00,0.00
Step®,STEP,174932.1420989673,107.05889763,0.00,0.00
RunesBridge,RB,174204.86219056285,26.40978162,0.00,0.00
Wolf Safe Poor People,WSPP,173019.73565805214,506.77467025,0.00,0.00
Equalizer,EQZ,172959.24371123087,0.0,0.00,0.00
Earn Network,EARN,172193.53784939402,14330.35261089,0.00,0.00
HashBX,HBX,172032.03289259796,158.72081775,0.00,0.00
Onigiri,ONI,171824.77921134862,1987.74693104,0.00,0.00
LABS Group,LABS,169578.68862378833,40451.51625118,0.00,0.00
Tulip Protocol,TULIP,168664.55108221603,8169.47822005,0.00,0.00
TE-FOOD,TONE,168615.17344536431,32.1712179,0.00,0.00
New BitShares,NBS,168186.85235312275,58046.64120708,0.00,0.00
Emorya Finance,EMR,166702.2757491548,2298.08379848,0.00,0.00
TitanSwap,TITAN,166527.4546544506,2.24787842,0.00,0.00
OpenWorld,OPEN,166055.83915270332,0.0,0.00,0.00
TemDAO,TEM,165525.24741455147,0.0,0.00,0.00
Nord Finance,NORD,165495.12552882443,1306.1968398,0.00,0.00
Fuku-Kun,FUKU,164918.60407877725,62531.02504848,0.00,0.00
KamPay,KAMPAY,163605.91620959927,0.0,0.00,0.00
SKYPlay,SKP,162930.32196923174,998.62169111,0.00,0.00
Monsterra (MSTR),MSTR,162889.8975257337,40158.15211086,0.00,0.00
IDRX,IDRX,162376.19625577008,0.0,0.00,0.00
Fusion AI,FUSION,161431.4347436988,39452.36591267,0.00,0.00
Acquire.Fi,ACQ,159688.26278084016,61085.29940099,0.00,0.00
Ninneko,NINO,159637.81511524343,510.48602886,0.00,0.00
BidiPass,BDP,159455.74835922543,0.0,0.00,0.00
Binemon,BIN,158355.53130907708,56.36945509,0.00,0.00
Little Rabbit v2,LTRBT,158291.50066002287,913.0077029,0.00,0.00
Helmet.insure,HELMET,155725.69311945752,26.3954964,0.00,0.00
BNbitcoin,BNBTC,151682.84275179278,2092.25588575,0.00,0.00
Lamas Finance,LMF,149104.91880574304,23859.49543906,0.00,0.00
Alanyaspor Fan Token,ALA,149082.08115455613,28952.45842882,0.00,0.00
Float Protocol (Bank),BANK,149062.1790521693,475.2115154,0.00,0.00
DexToro Pro,DTORO,148096.28605078053,116.02691013,0.00,0.00
Furucombo,COMBO,147910.86660721814,736.77450591,0.00,0.00
Wizardia,WZRD,147499.5766614847,34050.65988999,0.00,0.00
Hiblocks,HIBS,147349.28752449597,285.2711181,0.00,0.00
İstanbul Başakşehir Fan Token,IBFK,147192.95709055325,29610.91097032,0.00,0.00
KING,KING,147107.8735217505,930.93922933,0.00,0.00
Autobahn Network,TXL,146213.84276088185,59.30003478,0.00,0.00
bAlpha,BALPHA,146188.32855760638,957.36110432,0.00,0.00
Dogecast (dogecast.build),DOGE,145965.49240356064,218467.03803214,0.00,0.00
Shirtum,SHI,144947.80095558346,10458.32893275,0.00,0.00
Kava Swap,SWP,144739.59003915236,132490.0324624,0.00,0.00
Infinity Games,ING,144717.52821660438,21808.17089133,0.00,0.00
Mao,MAO,143803.04810216825,0.0,0.00,0.00
Zelwin,ZLW,143538.6531752696,60879.77235358,0.00,0.00
KubeCoin,KUBE,142534.8678594094,75228.37494381,0.00,0.00
Ojamu,OJA,141806.0169929986,392.43890357,0.00,0.00
Mars Battle,SHOOT,141376.24158660453,222828.03593453,0.00,0.00
Unido EP,UDO,141311.4986663435,13985.16617392,0.00,0.00
laikaCTO,LAIKA,140401.57559014426,411780.91627583,0.00,0.00
Wet Ass Pussy,WAP,140390.9277523949,5674.9800858,0.00,0.00
Cleo Tech,CLEO,137872.64914602018,124.42916882,0.00,0.00
Neblio,NEBL,137250.5593773182,54569.6706473,0.00,0.00
Monetha,MTH,137166.57423603043,11219.51280274,0.00,0.00
Centaur,CNTR,136746.1519697994,34.44351916,0.00,0.00
Magical Blocks,MBLK,136225.0845699155,134.49202617,0.00,0.00
disBalancer,DDOS,136128.4996379895,0.0,0.00,0.00
Refereum,RFR,135252.9505356134,786.63933011,0.00,0.00
XP NETWORK,XPNET,134332.80349823282,5857.97637271,0.00,0.00
Metrix Coin,MRX,133307.48292296336,10.48941542,0.00,0.00
Kryptomon,KMON,131574.08888253974,42712.83888173,0.00,0.00
8PAY,8PAY,125637.45514578382,139.6490856,0.00,0.00
ASPO World,ASPO,125170.83733540369,812.16819062,0.00,0.00
Jarvis Network,JRT,124309.36552663923,125.19198112,0.00,0.00
Papu Token,PAPU,123468.08544185372,496001.69166442,0.00,0.00
FreedomCoin,FREED,123373.09690579823,0.0,0.00,0.00
Orion Money,ORION,123281.78806734546,292.84039199,0.00,0.00
KINE,KINE,123063.65762676863,23384.33891798,0.00,0.00
SaTT,SATT,122929.85103170322,23.26043001,0.00,0.00
Ravencoin Classic,RVC,122377.86644107719,2127.33329747,0.00,0.00
Curate,XCUR,121277.59913820893,0.0,0.00,0.00
SifChain,erowan,121178.4127804505,0.0,0.00,0.00
KALM,KALM,120963.45248182058,1320.3791306,0.00,0.00
Xeno Token,XNO,120591.69048174167,65304.23308316,0.00,0.00
Idavoll DAO,IDV,120394.78548998959,824.56653014,0.00,0.00
Carbon,CARBON,119801.44175258654,815.87270252,0.00,0.00
CyberVein,CVT,119738.44413425449,55044.69860859,0.00,0.00
Goons of Balatroon,GOB,118783.32223056839,807.62496335,0.00,0.00
Metagalaxy Land,MEGALAND,118583.36002552818,57838.69368071,0.00,0.00
MotaCoin,MOTA,118180.02939153629,0.0,0.00,0.00
Kalao,KLO,117853.31503455476,7199.44564864,0.00,0.00
RealFevr,FEVR,115756.8667769275,699.25872216,0.00,0.00
BabyCate,BABYCATE,115455.6220846597,3371.67090926,0.00,0.00
Dawn Protocol,DAWN,115193.83631464465,2898.81602461,0.00,0.00
OpenBlox,OBX,114954.27965403422,24774.31285741,0.00,0.00
DEXA COIN,DEXA,114245.29811457297,47042.42861361,0.00,0.00
Finblox,FBX,113662.68100920791,12652.94202685,0.00,0.00
The Libertarian Dog,LIBERTA,113398.18338080366,26544.34541163,0.00,0.00
The Moon Metaverse,2MOON,112905.67205471917,89938.12698935,0.00,0.00
The ChampCoin,TCC,112587.61338100092,1659.98301357,0.00,0.00
KOI,KOAI,112155.55166384614,34425.51688958,0.00,0.00
sunpepe,SUNPEPE,111809.46311228123,2680.15864905,0.00,0.00
TrezarCoin,TZC,111670.85210486999,0.0,0.00,0.00
Solrise Finance,SLRS,111552.80786320382,308.38545513,0.00,0.00
Donkey King,DOKY,111438.222241763,5447.6839502,0.00,0.00
NFTrade,NFTD,111362.42972733839,37.23236463,0.00,0.00
Pengycoin,PENGY,111111.54246769426,12199.83426416,0.00,0.00
SakeToken,SAKE,111098.65757443503,2726.17426368,0.00,0.00
Nvidia Inu,NINU,110021.9587102471,95.67536536,0.00,0.00
Swerve,SWRV,109414.29379382452,2354.76666672,0.00,0.00
FaraLand,FARA,108643.84691442415,55734.31528839,0.00,0.00
Play Token,PLAY,108573.75585556582,4.00907613,0.00,0.00
Shadows,DOWS,107200.23344491556,0.0,0.00,0.00
SnowSwap,SNOW,106141.66558466795,1367.80732824,0.00,0.00
Janet,JANET,105656.94928562346,4050.91730598,0.00,0.00
PYRIN,PYI,105497.46219190779,15144.41650927,0.00,0.00
SofaCat,SOFAC,103763.56834394486,67378.8948049,0.00,0.00
Prime Numbers Labs Ecosystem,PRNT,102638.1694012342,6.36004205,0.00,0.00
Playcent,PCNT,102522.54538259069,235.81537851,0.00,0.00
Bitune,TUNE,101931.72241764217,134792.00493567,0.00,0.00
HawkFi,HAWK,101587.27389048091,59057.23836995,0.00,0.00
Crypto-AI-Robo.com,CAIR,101081.27814858733,20899.27210464,0.00,0.00
PulsePad,PLSPAD,100929.9069628148,7738.8492081,0.00,0.00
Yawn's World,YAWN,100538.40548266377,0.0,0.00,0.00
Centric Swap,CNS,99315.43809649354,229649.17069068,0.00,0.00
Seigniorage Shares,SHARE,98718.49780600445,60.5848051,0.00,0.00
Rapidz,RPZX,97913.74460954522,0.0,0.00,0.00
Nerve Finance,NRV,96481.59112856786,879.57187065,0.00,0.00
Value Liquidity,VALUE,96307.87389150138,308.96716166,0.00,0.00
Ares Protocol,ARES,96296.87038923326,12178.8262966,0.00,0.00
Chain of Legends,CLEG,96258.2091765823,6040.2298538,0.00,0.00
Genesis Worlds,GENESIS,95817.59084021591,19.69642171,0.00,0.00
CZ THE GOAT,CZGOAT,94750.80944838961,176.32299729,0.00,0.00
YENTEN,YTN,93832.11006312951,0.0,0.00,0.00
DinoSwap,DINO,93574.88489970041,394.78799061,0.00,0.00
Genesis Shards,GS,93415.14276276584,75.9268371,0.00,0.00
Polinate,POLI,92969.09862666327,205.14406865,0.00,0.00
Basis Cash,BAC,92513.27657540837,516.58654692,0.00,0.00
DeFine,DFA,91912.04249847565,147.89026355,0.00,0.00
Hedget,HGET,91448.60151735823,741.89178361,0.00,0.00
monkey shit inu,MSI,91334.17984742427,17451.72300661,0.00,0.00
YFDAI.FINANCE,YF-DAI,91194.98532696559,8740.4559621,0.00,0.00
CyberFi Token,CFi,90277.96441831805,600.76669473,0.00,0.00
UTYABSWAP,UTYAB,89739.99689675712,2354.7294768,0.00,0.00
MetamonkeyAi,MMAI,88958.15407671868,17.7333029,0.00,0.00
Eminer,EM,88915.7720635001,0.0,0.00,0.00
Acorn Protocol,ACN,88865.2818016464,178.55791655,0.00,0.00
Traxx,TRAXX,88278.53459544483,145550.00293659,0.00,0.00
Raze Network,RAZE,87824.01391674559,17670.45954967,0.00,0.00
KonnektVPN,KPN,86993.54727268405,1250.16515624,0.00,0.00
Envoy A.I,ENVOY,86467.8787391689,1402.75968612,0.00,0.00
DeFiner,FIN,86256.67188585116,141453.14040066,0.00,0.00
Modefi,MOD,86098.10025584149,5.47483085,0.00,0.00
DeHive,DHV,85573.64815912776,253.50886335,0.00,0.00
DOGEMOB,DOGEMOB,84771.41153924316,0.0,0.00,0.00
Bruh,BRUH,83768.45434738073,139807.52834075,0.00,0.00
Dragonball Z Tribute,DBZ,83163.19025358702,1312495.16834214,0.00,0.00
DEVAI,0XDEV,81912.37208861172,109.30044087,0.00,0.00
Umoja,UMJA,81841.6088256235,2036.31205043,0.00,0.00
Fractal ID,FCL,81764.05191631704,79.40194355,0.00,0.00
Castweet,CTT,81130.63950021702,113.78881155,0.00,0.00
MCOIN,MCOIN,80780.79240052923,4191.12004125,0.00,0.00
DADDY TRUMP,TADDY,80326.11898758097,28709.28409768,0.00,0.00
MetaQ,METAQ,79107.01483774514,128.116767,0.00,0.00
IOI Token,IOI,77615.3724736895,3143.22118932,0.00,0.00
Axis DeFi,AXIS,77483.95083668837,1977.0805553,0.00,0.00
NeverSurrenderOne's,NSO,77340.0160393604,980.71263835,0.00,0.00
YOUNES,YOUNES,77189.73124859681,225.77836432,0.00,0.00
CryptoTycoon,CTT,76117.066697755,3253.57591609,0.00,0.00
MetaMAFIA,MAF,75983.26772277498,43404.95450057,0.00,0.00
X-CASH,XCASH,75937.67511476843,51.39359215,0.00,0.00
Coreto,COR,75849.5820806282,226.89584786,0.00,0.00
Elpis Battle,EBA,75838.56662709561,2035.20550844,0.00,0.00
Peruvian National Football Team Fan Token,FPFT,75247.08661122115,28935.45879219,0.00,0.00
ZAIBOT,ZAI,74166.25169337245,271.17075982,0.00,0.00
Gunstar Metaverse,GSTS,73088.33499467516,26616.92992942,0.00,0.00
Hero Blaze: Three Kingdoms,MUDOL2,72863.74188770415,99238.1528978,0.00,0.00
Jetcoin,JET,72692.23441142628,66.03161602,0.00,0.00
The HUSL,HUSL,72411.05093555467,1340.21189629,0.00,0.00
Argon,ARGON,72394.22396455579,3132.51086501,0.00,0.00
Spike,SPIKE,71583.49354480856,1731.61979569,0.00,0.00
Governor DAO,GDAO,71524.73683638374,1580.15476147,0.00,0.00
Golff,GOF,71141.23699720955,156.07416458,0.00,0.00
Mochi Market,MOMA,70981.54961991734,0.0,0.00,0.00
LitLab Games,LITT,70853.57391432428,592.60636789,0.00,0.00
Misbloc,MSB,70682.06496741946,46990.18539532,0.00,0.00
Bunicorn,BUNI,70585.48931823773,20.01711972,0.00,0.00
Philosoraptor,RAPTOR,70525.79807112721,56338.65437336,0.00,0.00
The QWAN,QWAN,70447.28397347528,0.0,0.00,0.00
Duck DAO (DLP Duck Token),DUCK,70183.62139761756,0.0,0.00,0.00
Pascal,PASC,70153.55342158678,40.96334529,0.00,0.00
Axe,AXE,69928.12091400464,8.09113286,0.00,0.00
Linked Finance World,LFW,69400.25018045634,63.86012062,0.00,0.00
Corite,CO,69093.01125227913,12.45342062,0.00,0.00
Nemesis Downfall,ND,69028.57500437202,114.68972717,0.00,0.00
WOWswap,WOW,68810.92710701698,5.38467726,0.00,0.00
Apron Network,APN,68613.46879287473,54801.56546678,0.00,0.00
Finxflo,FXF,68590.1691067302,342.06910967,0.00,0.00
Polylastic,POLX,68442.37124764734,531.78616152,0.00,0.00
Cashtree Token,CTT,68132.63551245192,139516.99652762,0.00,0.00
Polis,POLIS,67627.25965207,0.0,0.00,0.00
Ritocoin,RITO,67486.78683243105,0.0,0.00,0.00
PolkaWar,PWAR,67330.84784429468,1928.7610819,0.00,0.00
Effect AI (old),EFX,66516.13568636877,1740.38465187,0.00,0.00
Pacoca,PACOCA,65962.72593810987,215.77619222,0.00,0.00
Nyzo,NYZO,65855.87546043044,219.30876363,0.00,0.00
Bird.Money,BIRD,65350.42435611718,1080.82569069,0.00,0.00
GoWithMi,GMAT,65022.03748324417,13041.61676381,0.00,0.00
My Master War,MAT,64745.54174515617,590.71255866,0.00,0.00
Realvirm,RVM,64730.46408629384,0.0,0.00,0.00
AVACOIN,AVACN,64437.08768949122,684196.59490796,0.00,0.00
ALL BEST ICO,ALLBI,63707.08261162957,113.00357369,0.00,0.00
Kingdomverse,KING,62515.64411072022,1084.47656498,0.00,0.00
JinPeng,JIN,61604.81022308204,37530.90849292,0.00,0.00
NevaCoin,NEVA,60900.03194255266,0.0,0.00,0.00
ReapChain,REAP,60086.96666288124,224.8440221,0.00,0.00
TheForce Trade,FOC,59797.93926793267,235.36051871,0.00,0.00
Green Ben,EBEN,58634.48674619713,0.0,0.00,0.00
Retreeb,TREEB,58596.18591706863,2479.80456144,0.00,0.00
Shoggoth AI,SHOGGOTH,58030.729144601006,140.38979911,0.00,0.00
APYSwap,APYS,57506.727425404686,1289.56296705,0.00,0.00
Rublix,RBLX,57240.842448308584,0.0,0.00,0.00
DEXGame,DXGM,57115.529210391076,3745.40464195,0.00,0.00
ZENZO,ZNZ,56911.77316200447,0.0038367,0.00,0.00
Dogy,DOGY,56665.343577541586,133577.573374,0.00,0.00
KeyFi,KEYFI,56463.37503878589,35.36367795,0.00,0.00
ElvishMagic,EMAGIC,56394.0784077664,531.02190887,0.00,0.00
Moonft,MTC,56209.54114046721,1018.62349534,0.00,0.00
Bufficorn,BUFFI,55597.2283368873,127031.63368704,0.00,0.00
BitcoinPoS,BPS,55154.021395576034,0.0,0.00,0.00
LiquidApps,DAPP,54890.9280772261,108.47672971,0.00,0.00
ROCKI,ROCKI,54093.9960044821,97355.867237,0.00,0.00
The Coop Network,GMD,54037.90542792219,0.0,0.00,0.00
EasyFi,EZ,53273.8073922576,1210.31183638,0.00,0.00
MOVEZ,MOVEZ,53116.967316013805,8292.63394822,0.00,0.00
The Crypto Prophecies,TCP,52693.278439530295,678.20812624,0.00,0.00
Soldex,SOLX,52688.491359097585,41432.50651116,0.00,0.00
Era Token (Era7),ERA,51905.667544841854,0.13181505,0.00,0.00
FOMO BULL CLUB,FOMO,51763.410923544834,1449.97618246,0.00,0.00
Galaxy Fight Club,GCOIN,51540.94187008893,2099.80983847,0.00,0.00
Hashgard,GARD,51214.22887209689,257.92451309,0.00,0.00
Minu,MINU,51119.49512995452,649.10482985,0.00,0.00
Repost Dog,$RDOG,50867.24850575297,787.22957757,0.00,0.00
Shard,SHARD,50408.535317158836,0.0,0.00,0.00
Aluna.Social,ALN,50293.45551786844,716.97129629,0.00,0.00
SmartCash,SMART,50112.05094828887,0.0252835,0.00,0.00
Hot Doge,HOTDOGE,49990.1644367941,617053.39067423,0.00,0.00
NextDAO,NAX,49956.08648852243,0.0,0.00,0.00
AdaSwap,ASW,49871.711824433485,1450.35102269,0.00,0.00
Neutra Finance,NEU,49041.090125465176,10.03715712,0.00,0.00
Launchblock.com,LBP,48512.91619019704,795.50483786,0.00,0.00
FrontFanz,FANX,48410.38140954865,7917.69981244,0.00,0.00
VIXCO,VIX,48249.93102121026,5482305.95832925,0.00,0.00
PRivaCY Coin,PRCY,47337.49017090271,0.00013294,0.00,0.00
Sentinel Chain,SENC,46919.34741574945,0.0,0.00,0.00
Bitteam token,BTT,46887.603015163586,26.70883371,0.00,0.00
Jade Currency,JADE,46616.65949425489,218.1983218,0.00,0.00
Petals,PTS,46561.79526624959,913.43632611,0.00,0.00
Creaticles,CRE8,45876.21169673012,387.16165097,0.00,0.00
COGI,COGI,44955.882185176,3112.2269205,0.00,0.00
The Corgi of PolkaBridge,CORGIB,44756.30548203473,448.43453761,0.00,0.00
Coinsbit Token,CNB,44692.16197311214,0.0,0.00,0.00
FutureStarter,FS,44048.90304361408,67.89496736,0.00,0.00
Billion Happiness,BHC,43923.599899616,231.77243475,0.00,0.00
Bitboard,BB,43793.61226620529,821027.98813135,0.00,0.00
Berry Data,BRY,43452.523249998194,5797.1870727,0.00,0.00
SynchroBitcoin,SNB,43343.497586337005,170.13738937,0.00,0.00
Tidal Finance,TIDAL,43325.52712593638,166255.36604204,0.00,0.00
BoutsPro,BOUTS,43249.77415715384,0.0,0.00,0.00
Godcat Exploding Kittens,GODCAT,42171.406519849734,1713.60167192,0.00,0.00
DORK LORD,DLORD,41948.894643976935,1161.63840065,0.00,0.00
Bolivarcoin,BOLI,41489.515739679744,0.0,0.00,0.00
Plasma Finance,PPAY,40953.244749726015,0.74705649,0.00,0.00
Lanceria,LANC,40936.80698545234,8.98880075,0.00,0.00
Pawtocol,UPI,40194.37901714637,54105.43104768,0.00,0.00
Blockchain Cuties Universe Governance,BCUG,40094.33214617286,776.98815254,0.00,0.00
To The Sun,SUNPUMP,39949.885290985934,0.0,0.00,0.00
EveryCoin ,EVY,39948.46597182529,180.64135037,0.00,0.00
Dexlab,DXL,39558.820160671996,928.0611307,0.00,0.00
Bowled.io,BWLD,39133.63436416006,500.35577763,0.00,0.00
Salad,SALD,38757.32682598376,131951.22270774,0.00,0.00
Residual Token,eRSDL,38742.50235081977,717.53208907,0.00,0.00
Formation Fi,FORM,38375.72248225468,174.81289275,0.00,0.00
Terran Coin,TRR,38362.984613387154,82815.4205401,0.00,0.00
Algebra,ALGB,38194.531642010224,0.0,0.00,0.00
Gary Banking,GB,38169.29057887059,1379.77619463,0.00,0.00
Arix,ARIX,38124.58784597948,146613.01138338,0.00,0.00
TROLLI CTO,TROLLICTO,37694.252103563085,116.2884748,0.00,0.00
Phore,PHR,37668.18461163579,0.0,0.00,0.00
Busy DAO,BUSY,37471.69417914052,882.61525263,0.00,0.00
Daboo - The Untold Stories!,DABOO,37333.020985948286,563.299503,0.00,0.00
BitBall,BTB,36367.958848563736,0.0,0.00,0.00
TotemFi,TOTM,36344.81013567826,0.0,0.00,0.00
Beyond Protocol,BP,36158.221774550824,2158.70077986,0.00,0.00
Catman,CATMAN,35258.70079222403,541.34317278,0.00,0.00
RoboKiden,KIDEN,35141.77908851056,780.28425715,0.00,0.00
April,APRIL,35135.61093627117,0.0,0.00,0.00
Mytheria,MYRA,34264.02791011813,1874.65002047,0.00,0.00
Pancake Bunny,BUNNY,34041.38676650931,62602.50347318,0.00,0.00
MMOCoin,MMO,33897.29935202657,69.58673295,0.00,0.00
Shield Protocol,SHIELD,33779.84109647089,754.3407606,0.00,0.00
Atlas Protocol,ATP,33767.50701371739,0.0,0.00,0.00
BLOOP,BL00P,33755.55561345236,2683.33789024,0.00,0.00
WagyuSwap,WAG,33384.13212686581,1818.84399176,0.00,0.00
Nerd AI,NERD,33187.005336028706,12.82624323,0.00,0.00
Damex Token,DAMEX,32912.518254973475,30.89891721,0.00,0.00
blockbank,BBANK,32175.940329578887,0.0,0.00,0.00
MoneySwap,MSWAP,32164.689405140172,42557.82314906,0.00,0.00
Zyberswap,ZYB,32129.364226881407,299.36498011,0.00,0.00
Atmos,ATMOS,32126.541015687002,10.91880138,0.00,0.00
Art de Finance,ADF,32084.29806798839,11655.79878445,0.00,0.00
Azuki,AZUKI,31060.24142217695,7.37908798,0.00,0.00
CropperFinance,CRP,30882.338836915398,2325.71593805,0.00,0.00
ShopNEXT,NEXT,30616.5654005207,0.0,0.00,0.00
Snowball,SNOB,30512.849601613532,12.27360588,0.00,0.00
TomTomCoin,TOMS,30228.082307363453,2100.79986068,0.00,0.00
extraDNA,XDNA,29588.75358626291,0.02359777,0.00,0.00
Sakura,SKU,28906.521457006827,1320.48011227,0.00,0.00
Hawk Tuah (hawktuuuah.com),HAWK,28831.483126453026,2854.03536322,0.00,0.00
Crypto Sports Network,CSPN,28440.619270823332,110.11103997,0.00,0.00
ORAO Network,ORAO,28414.173764022282,965.46158921,0.00,0.00
Rigel Protocol,RGP,28242.51140130943,16.73005418,0.00,0.00
Lokr,LKR,27981.02027005412,283278.1248798,0.00,0.00
Spaceswap MILK2,MILK2,27568.11084221606,71.32922689,0.00,0.00
Oggy Inu (ETH),OGGY,27336.180500386345,299.43772155,0.00,0.00
BeatzCoin,BTZC,27104.847593517396,248.37787964,0.00,0.00
SNOOPYBABE,SBABE,26875.85883970984,2033.64651454,0.00,0.00
Evadore,EVA,26638.30781008945,694.86532738,0.00,0.00
BEMIL Coin,BEM,26262.85044741702,214.38491159,0.00,0.00
Hertz Network,HTZ,26259.390251735644,11.07060887,0.00,0.00
PhoenixDAO,PHNX,25847.68376026065,27.6261226,0.00,0.00
L7,LSD,24827.852363661186,22532.40498157,0.00,0.00
Uptrennd,1UP,24677.33810023894,184.67293858,0.00,0.00
Phoenix Token,PHX,24034.55273777478,219.06124724,0.00,0.00
Mist,MIST,23918.812164378414,219718.99181282,0.00,0.00
Timechain Swap Token,TCS,23904.830071911478,2.47122073,0.00,0.00
EXGOLAND,EXGO,23699.733723158657,0.0,0.00,0.00
Gamerse,LFG,23624.69671962934,2315.00007545,0.00,0.00
Gourmet Galaxy,GUM,23464.302661421094,283.769164,0.00,0.00
Jigstack,STAK,23414.583713637046,1.319e-05,0.00,0.00
KOK,KOK,23373.233184633827,4046.95522396,0.00,0.00
Sable Finance,SABLE,23134.102119417934,142.57528983,0.00,0.00
ShredN,SHRED,22812.441664683305,0.0,0.00,0.00
Yield Protocol,YIELD,22442.771631818967,0.0,0.00,0.00
Poor Doge,PDOGE,22436.63642396359,23038.38103913,0.00,0.00
MELX,MEL,22071.15754483811,0.0,0.00,0.00
Bitball Treasure,BTRS,22025.13079864328,274255.80987018,0.00,0.00
UNICORN Token,UNI,22015.520520305006,3.86266122,0.00,0.00
Dogeswap,DOGES,21619.93615351292,0.0,0.00,0.00
AirNFTs,AIRT,20954.609792604577,1529.1846667,0.00,0.00
ETHA Lend,ETHA,20769.160251320176,15.99286168,0.00,0.00
BonFi,BNF,20262.803948484532,0.99892062,0.00,0.00
BetU,BETU,20243.105076258544,0.0,0.00,0.00
Sypool,SYP,19933.566663346108,42691.8788755,0.00,0.00
Revolve Games,RPG,19805.74333370132,2194.53377968,0.00,0.00
ADreward,AD,19737.209025323253,1730.80740473,0.00,0.00
Ekta,EKTA,19625.1286058549,1468.8372694,0.00,0.00
Innova,INN,18994.574695885178,3.79598299,0.00,0.00
ShoeFy,SHOE,18875.40558331157,21.32106431,0.00,0.00
MEMETOON,MEME,18612.0776517989,232297.80866,0.00,0.00
Tokenbox,TBX,18478.11851270483,4.58161591,0.00,0.00
DOB on Base,DOB,17435.596187811752,417.69353679,0.00,0.00
Kuverit,KUV,17227.55739904303,307.82870354,0.00,0.00
Synthetify,SNY,17006.241974571316,129658.46714648,0.00,0.00
Smoothy,SMTY,16869.3511602702,257280.11798616,0.00,0.00
POLKARARE,PRARE,16772.033371922087,233.58973028,0.00,0.00
Mrweb Finance (new),AMA,16625.01308662411,0.0,0.00,0.00
Bitspawn,SPWN,16623.548457709283,134.08806476,0.00,0.00
